Hourly_DateTime,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,ZenithDeviation
2016-10-15 02:00:00,1.22,49.42,30.47,26.83,174.27,6.65,580.5
2016-10-15 03:00:00,1.23,50.0,30.46,25.27,184.52,9.1,519.82
2016-10-15 04:00:00,1.21,50.08,30.46,24.08,186.34,7.78,460.5
2016-10-15 05:00:00,1.21,49.83,30.47,23.67,177.89,7.68,400.5
2016-10-15 06:00:00,10.35,49.0,30.47,25.75,178.33,7.12,340.5
2016-10-15 07:00:00,204.79,54.92,30.49,20.08,154.66,5.34,280.5
2016-10-15 08:00:00,534.87,64.0,30.5,13.17,70.02,4.12,220.5
2016-10-15 09:00:00,745.66,65.08,30.52,15.5,44.09,5.53,160.5
2016-10-15 10:00:00,897.8,65.75,30.52,27.58,32.12,7.87,100.5
2016-10-15 11:00:00,988.19,66.36,30.51,34.64,82.15,7.97,39.36
2016-10-15 12:00:00,1002.59,68.67,30.5,32.25,72.2,7.97,21.33
2016-10-15 13:00:00,937.74,69.09,30.48,38.55,28.63,8.59,80.18
2016-10-15 14:00:00,803.43,68.42,30.48,31.5,130.55,5.34,139.5
2016-10-15 15:00:00,606.39,67.25,30.47,35.67,110.19,4.69,199.5
2016-10-15 16:00:00,362.4,65.75,30.47,38.5,66.58,4.5,259.5
2016-10-15 17:00:00,78.09,64.5,30.48,16.25,68.03,3.47,319.5
2016-10-15 18:00:00,1.79,59.58,30.49,16.58,131.97,2.34,379.5
2016-10-15 19:00:00,1.23,55.0,30.5,21.5,164.82,4.87,439.5
2016-10-15 20:00:00,1.23,53.82,30.52,21.91,156.22,5.32,497.45
2016-10-15 21:00:00,1.23,53.92,30.52,22.5,161.37,7.78,559.5
2016-10-15 22:00:00,1.23,54.0,30.52,23.42,159.94,7.97,619.5
2016-10-15 23:00:00,1.22,51.42,30.52,25.0,167.58,5.53,679.5
2016-10-16 00:00:00,1.22,50.56,30.51,24.33,166.63,6.12,696.33
2016-10-16 01:00:00,1.21,49.36,30.5,24.36,173.49,6.44,640.73
2016-10-16 02:00:00,1.22,49.08,30.49,24.67,168.34,6.47,580.5
2016-10-16 03:00:00,1.22,49.58,30.48,24.42,164.31,6.47,520.5
2016-10-16 04:00:00,1.22,50.0,30.49,23.33,168.33,6.28,460.5
2016-10-16 05:00:00,1.22,49.08,30.5,24.75,170.9,7.12,400.5
2016-10-16 06:00:00,25.27,50.17,30.51,24.08,169.07,7.78,340.5
2016-10-16 07:00:00,191.59,55.42,30.52,20.67,159.09,6.65,280.5
2016-10-16 08:00:00,398.72,62.27,30.54,14.91,117.58,5.21,220.27
2016-10-16 09:00:00,648.67,64.42,30.54,16.83,97.64,4.12,160.5
2016-10-16 10:00:00,798.56,66.42,30.54,16.08,58.54,5.62,100.5
2016-10-16 11:00:00,607.07,66.33,30.53,18.58,97.64,3.94,40.5
2016-10-16 12:00:00,688.52,66.33,30.52,18.67,67.69,4.4,20.5
2016-10-16 13:00:00,947.12,68.08,30.5,19.5,62.85,6.94,78.5
2016-10-16 14:00:00,415.63,65.5,30.49,22.58,104.57,6.56,138.5
2016-10-16 15:00:00,343.23,63.25,30.48,25.08,65.52,6.37,198.5
2016-10-16 16:00:00,210.9,62.42,30.48,26.08,98.72,4.68,258.5
2016-10-16 17:00:00,61.08,60.09,30.47,25.82,102.58,3.98,318.73
2016-10-16 18:00:00,1.37,57.08,30.48,31.0,133.19,7.31,378.5
2016-10-16 19:00:00,1.23,55.83,30.49,31.83,142.09,6.93,438.5
2016-10-16 20:00:00,1.22,55.0,30.5,34.92,148.47,6.47,498.5
2016-10-16 21:00:00,1.24,54.0,30.5,37.25,151.55,7.59,558.5
2016-10-16 22:00:00,1.23,53.17,30.5,38.75,159.02,7.96,618.5
2016-10-16 23:00:00,1.22,52.58,30.49,38.17,159.16,7.31,678.5
2016-10-17 00:00:00,1.22,51.12,30.48,37.5,151.84,6.46,695.5
2016-10-17 01:00:00,1.22,50.17,30.47,39.42,158.26,6.94,640.5
2016-10-17 02:00:00,1.21,48.42,30.46,38.5,161.49,6.93,580.5
2016-10-17 03:00:00,1.21,47.83,30.44,34.75,160.59,7.68,520.5
2016-10-17 04:00:00,1.19,47.58,30.45,35.0,172.15,6.47,460.5
2016-10-17 05:00:00,1.21,47.08,30.45,31.17,174.66,7.31,400.5
2016-10-17 06:00:00,9.97,48.25,30.45,27.42,171.64,8.25,340.5
2016-10-17 07:00:00,196.8,53.83,30.47,21.42,162.11,7.31,280.5
2016-10-17 08:00:00,525.5,61.25,30.48,15.5,113.32,6.84,220.5
2016-10-17 09:00:00,735.9,63.33,30.48,19.25,68.14,7.12,160.5
2016-10-17 10:00:00,887.59,64.0,30.48,33.0,70.22,8.15,100.5
2016-10-17 11:00:00,973.81,63.82,30.47,37.0,62.25,7.87,42.45
2016-10-17 12:00:00,986.09,63.83,30.45,42.0,99.47,8.34,21.42
2016-10-17 13:00:00,917.83,62.83,30.43,57.5,96.3,11.34,79.5
2016-10-17 14:00:00,785.55,63.92,30.42,47.75,89.08,7.03,139.5
2016-10-17 15:00:00,523.33,61.08,30.41,70.75,46.94,11.81,199.5
2016-10-17 16:00:00,348.84,59.67,30.41,77.67,83.01,8.44,259.5
2016-10-17 17:00:00,109.17,57.25,30.43,88.67,103.47,8.06,319.5
2016-10-17 18:00:00,1.52,54.33,30.44,98.0,61.72,6.47,379.5
2016-10-17 19:00:00,1.23,53.25,30.46,99.92,131.77,6.28,439.5
2016-10-17 20:00:00,1.24,53.17,30.47,100.08,113.28,5.53,499.5
2016-10-17 21:00:00,1.23,52.75,30.47,100.67,107.0,5.53,559.5
2016-10-17 22:00:00,1.23,52.33,30.47,99.33,140.81,6.09,619.5
2016-10-17 23:00:00,1.23,52.17,30.47,99.25,105.07,5.62,679.5
2016-10-18 00:00:00,1.22,51.75,30.45,100.58,73.53,4.68,699.5
2016-10-18 01:00:00,1.22,51.5,30.45,97.17,138.19,5.9,639.5
2016-10-18 02:00:00,1.22,50.67,30.44,94.5,136.39,5.06,579.5
2016-10-18 03:00:00,1.22,51.17,30.42,98.0,132.73,7.4,519.5
2016-10-18 04:00:00,1.24,51.75,30.42,99.92,134.48,6.56,459.5
2016-10-18 05:00:00,1.22,51.0,30.42,99.83,139.56,6.75,399.5
2016-10-18 06:00:00,11.9,50.75,30.43,93.17,131.12,6.56,339.5
2016-10-18 07:00:00,143.47,52.92,30.44,98.58,137.0,6.0,279.5
2016-10-18 08:00:00,394.02,55.42,30.45,98.67,90.74,6.37,219.5
2016-10-18 09:00:00,718.25,57.08,30.46,96.17,128.97,7.31,159.5
2016-10-18 10:00:00,813.85,58.75,30.46,94.42,108.75,8.72,99.5
2016-10-18 11:00:00,911.33,58.75,30.44,91.17,109.94,6.93,39.5
2016-10-18 12:00:00,924.38,59.33,30.42,93.58,122.59,8.44,21.17
2016-10-18 13:00:00,686.38,57.75,30.41,99.67,95.25,6.65,79.5
2016-10-18 14:00:00,324.79,55.58,30.4,100.67,77.13,7.59,139.5
2016-10-18 15:00:00,419.61,56.0,30.4,99.0,64.05,2.9,199.5
2016-10-18 16:00:00,306.7,57.67,30.4,88.83,84.93,3.56,259.5
2016-10-18 17:00:00,60.9,56.67,30.41,90.0,74.43,3.37,319.5
2016-10-18 18:00:00,1.69,53.0,30.43,94.0,103.73,4.69,379.5
2016-10-18 19:00:00,1.23,51.75,30.44,93.25,133.95,4.78,439.5
2016-10-18 20:00:00,1.23,51.17,30.45,92.08,134.88,4.5,499.5
2016-10-18 21:00:00,1.22,51.17,30.46,90.08,155.57,4.59,559.5
2016-10-18 22:00:00,1.21,50.67,30.46,89.83,162.75,5.53,619.5
2016-10-18 23:00:00,1.22,49.5,30.45,88.33,150.47,4.96,679.5
2016-10-19 00:00:00,1.22,49.5,30.44,88.67,149.39,4.78,699.5
2016-10-19 01:00:00,1.21,47.17,30.44,84.42,133.3,5.25,639.5
2016-10-19 02:00:00,1.22,46.33,30.43,72.5,140.16,6.28,579.5
2016-10-19 03:00:00,1.22,47.33,30.42,74.17,149.72,5.72,519.5
2016-10-19 04:00:00,1.21,47.0,30.43,88.0,144.99,7.87,459.5
2016-10-19 05:00:00,1.22,48.0,30.44,97.25,168.93,7.22,399.5
2016-10-19 06:00:00,12.81,49.0,30.44,100.0,161.12,6.56,339.5
2016-10-19 07:00:00,187.1,51.92,30.45,99.25,162.87,5.25,279.5
2016-10-19 08:00:00,411.48,55.75,30.47,94.25,122.42,5.06,219.5
2016-10-19 09:00:00,563.26,55.92,30.48,95.58,88.94,5.81,159.5
2016-10-19 10:00:00,696.62,58.17,30.47,93.75,115.76,6.18,99.5
2016-10-19 11:00:00,511.25,56.17,30.45,99.92,86.12,5.34,39.5
2016-10-19 12:00:00,841.4,57.0,30.43,97.5,87.53,7.12,21.17
2016-10-19 13:00:00,549.96,58.25,30.42,94.75,135.3,5.44,79.5
2016-10-19 14:00:00,394.49,56.83,30.41,99.5,56.74,7.4,139.5
2016-10-19 15:00:00,112.87,54.5,30.42,100.75,81.05,6.09,199.5
2016-10-19 16:00:00,67.47,53.75,30.42,101.08,51.71,4.87,259.5
2016-10-19 17:00:00,34.63,52.83,30.43,102.0,132.59,4.4,319.5
2016-10-19 18:00:00,1.4,52.0,30.45,102.0,112.17,5.15,379.5
2016-10-19 19:00:00,1.26,52.0,30.46,102.0,102.45,3.56,439.5
2016-10-19 20:00:00,1.25,51.83,30.48,102.0,74.73,3.47,499.5
2016-10-19 21:00:00,1.27,51.0,30.48,102.0,85.79,2.9,559.5
2016-10-19 22:00:00,1.26,51.0,30.48,102.0,125.76,3.47,619.5
2016-10-19 23:00:00,1.26,50.58,30.48,102.0,136.69,3.09,679.5
2016-10-20 00:00:00,1.26,50.0,30.46,102.0,128.09,3.65,699.5
2016-10-20 01:00:00,1.27,49.75,30.45,102.0,118.67,2.9,639.5
2016-10-20 02:00:00,1.28,48.67,30.43,102.0,134.12,2.72,579.5
2016-10-20 03:00:00,1.26,47.08,30.43,102.0,141.21,3.94,519.5
2016-10-20 04:00:00,1.24,47.33,30.44,102.0,129.66,2.53,459.5
2016-10-20 05:00:00,1.2,45.67,30.44,96.42,145.44,3.84,399.5
2016-10-20 06:00:00,9.41,44.0,30.45,86.33,159.45,4.59,339.5
2016-10-20 07:00:00,176.72,46.33,30.46,78.5,136.77,5.06,279.5
2016-10-20 08:00:00,506.38,51.58,30.47,63.5,80.84,4.31,219.5
2016-10-20 09:00:00,718.03,53.75,30.48,57.83,45.2,4.03,159.5
2016-10-20 10:00:00,872.57,54.83,30.48,55.33,79.21,5.9,99.5
2016-10-20 11:00:00,960.47,56.17,30.47,54.42,35.8,5.62,39.5
2016-10-20 12:00:00,969.67,56.42,30.45,61.5,57.64,5.53,21.17
2016-10-20 13:00:00,902.03,56.42,30.43,71.75,95.71,5.34,79.5
2016-10-20 14:00:00,769.77,56.0,30.43,76.5,49.29,6.84,139.5
2016-10-20 15:00:00,511.82,55.0,30.43,79.17,44.41,6.46,199.5
2016-10-20 16:00:00,343.12,53.5,30.42,82.33,64.2,6.37,259.5
2016-10-20 17:00:00,72.14,50.08,30.43,88.17,73.11,4.69,319.5
2016-10-20 18:00:00,1.47,46.33,30.44,93.25,113.75,5.25,379.5
2016-10-20 19:00:00,1.2,44.42,30.45,94.58,114.15,6.18,439.5
2016-10-20 20:00:00,1.21,44.75,30.45,94.5,143.25,7.59,499.5
2016-10-20 21:00:00,1.23,46.0,30.45,99.42,125.49,5.43,559.5
2016-10-20 22:00:00,1.21,45.25,30.45,97.17,139.02,6.37,619.5
2016-10-20 23:00:00,1.21,44.17,30.45,94.83,124.53,6.09,679.5
2016-10-21 00:00:00,1.2,45.0,30.44,98.08,129.06,6.0,699.5
2016-10-21 01:00:00,1.21,44.67,30.42,89.67,153.18,9.09,639.5
2016-10-21 02:00:00,1.22,46.5,30.41,98.42,152.77,6.18,579.5
2016-10-21 03:00:00,1.21,47.33,30.4,101.0,110.11,7.59,519.5
2016-10-21 04:00:00,1.2,45.75,30.4,99.83,128.42,8.06,459.5
2016-10-21 05:00:00,1.22,47.92,30.41,100.17,119.72,6.09,399.5
2016-10-21 06:00:00,7.67,48.08,30.42,101.0,137.78,4.12,339.5
2016-10-21 07:00:00,45.75,48.08,30.44,101.92,91.74,5.9,279.5
2016-10-21 08:00:00,135.14,47.92,30.45,102.0,124.31,7.59,219.5
2016-10-21 09:00:00,241.28,48.92,30.45,101.67,71.77,8.43,159.5
2016-10-21 10:00:00,290.8,47.33,30.46,101.83,105.0,6.84,99.5
2016-10-21 11:00:00,796.89,49.75,30.45,98.67,77.6,6.0,39.5
2016-10-21 12:00:00,899.19,51.75,30.43,91.58,115.22,5.25,22.0
2016-10-21 13:00:00,928.19,53.67,30.42,83.67,95.06,6.65,80.5
2016-10-21 14:00:00,499.55,52.25,30.4,92.42,80.61,8.25,140.5
2016-10-21 15:00:00,323.5,49.83,30.41,96.92,115.94,6.56,200.5
2016-10-21 16:00:00,366.67,50.83,30.41,90.42,88.24,6.84,260.5
2016-10-21 17:00:00,41.24,48.0,30.42,94.67,108.9,6.84,320.5
2016-10-21 18:00:00,1.43,46.17,30.42,93.67,138.92,5.06,380.5
2016-10-21 19:00:00,1.21,45.42,30.43,96.0,124.95,6.18,440.5
2016-10-21 20:00:00,1.21,45.08,30.44,94.58,146.5,6.09,500.5
2016-10-21 21:00:00,1.21,46.25,30.45,96.58,135.08,5.81,560.5
2016-10-21 22:00:00,1.22,47.58,30.45,100.67,136.43,4.5,620.5
2016-10-21 23:00:00,1.21,47.25,30.44,101.0,150.05,4.87,680.5
2016-10-22 00:00:00,1.21,47.82,30.44,101.0,98.22,3.07,697.45
2016-10-22 01:00:00,1.22,47.92,30.42,101.75,112.56,3.0,639.5
2016-10-22 02:00:00,1.22,48.0,30.41,102.0,103.71,2.53,579.5
2016-10-22 03:00:00,1.21,48.42,30.4,102.0,129.19,4.78,519.5
2016-10-22 04:00:00,1.23,49.0,30.4,102.0,96.79,4.03,459.5
2016-10-22 05:00:00,1.23,49.0,30.4,102.0,95.56,3.19,399.5
2016-10-22 06:00:00,12.23,48.0,30.41,102.0,79.79,3.56,339.5
2016-10-22 07:00:00,90.47,47.75,30.42,102.0,101.51,4.68,279.5
2016-10-22 08:00:00,286.1,48.0,30.42,102.0,86.37,6.0,219.5
2016-10-22 09:00:00,556.92,49.92,30.42,102.08,105.87,5.53,159.5
2016-10-22 10:00:00,862.24,53.67,30.42,82.08,134.98,4.4,99.5
2016-10-22 11:00:00,963.72,57.0,30.41,53.58,83.76,6.0,39.5
2016-10-22 12:00:00,977.8,56.58,30.4,62.17,120.25,6.56,22.0
2016-10-22 13:00:00,907.84,56.25,30.38,70.5,67.32,5.06,80.5
2016-10-22 14:00:00,778.43,54.92,30.37,79.75,82.98,6.0,140.5
2016-10-22 15:00:00,540.98,53.25,30.37,82.83,121.58,7.87,200.5
2016-10-22 16:00:00,305.58,51.5,30.38,86.0,100.79,6.09,260.5
2016-10-22 17:00:00,89.89,49.5,30.4,88.08,122.47,6.56,320.5
2016-10-22 18:00:00,1.27,47.0,30.4,95.75,142.8,7.22,380.5
2016-10-22 19:00:00,1.21,47.58,30.42,99.08,101.47,6.84,440.5
2016-10-22 20:00:00,1.21,48.0,30.42,100.75,131.46,8.62,500.5
2016-10-22 21:00:00,1.22,47.33,30.43,101.0,130.35,6.09,560.5
2016-10-22 22:00:00,1.2,46.67,30.43,101.0,106.76,6.65,620.5
2016-10-22 23:00:00,1.21,47.75,30.42,101.0,114.62,5.72,680.5
2016-10-23 00:00:00,1.21,47.36,30.41,101.0,124.64,3.99,697.45
2016-10-23 01:00:00,1.2,47.0,30.4,100.67,128.88,5.72,639.5
2016-10-23 02:00:00,1.22,47.0,30.38,101.0,125.02,4.87,579.5
2016-10-23 03:00:00,1.23,46.17,30.38,101.42,144.7,5.53,519.5
2016-10-23 04:00:00,1.21,46.83,30.37,102.0,134.63,8.25,459.5
2016-10-23 05:00:00,1.21,47.0,30.37,102.0,133.23,8.15,399.5
2016-10-23 06:00:00,9.44,46.25,30.38,100.33,139.13,7.31,339.5
2016-10-23 07:00:00,182.27,46.33,30.39,99.42,90.78,5.9,279.5
2016-10-23 08:00:00,401.56,48.08,30.4,99.83,92.73,6.09,219.5
2016-10-23 09:00:00,715.51,51.08,30.41,92.33,88.76,5.06,159.5
2016-10-23 10:00:00,866.41,53.75,30.42,84.33,63.64,6.37,99.5
2016-10-23 11:00:00,927.89,55.58,30.41,77.75,146.53,6.09,39.5
2016-10-23 12:00:00,962.38,56.83,30.4,70.83,62.85,6.0,22.0
2016-10-23 13:00:00,910.81,60.5,30.39,47.08,52.14,6.0,80.5
2016-10-23 14:00:00,769.64,58.33,30.38,73.25,131.91,5.81,140.5
2016-10-23 15:00:00,539.55,55.83,30.38,81.17,58.48,7.12,200.5
2016-10-23 16:00:00,281.69,55.58,30.39,66.75,109.96,4.68,260.5
2016-10-23 17:00:00,34.45,52.17,30.39,71.42,114.09,6.56,320.5
2016-10-23 18:00:00,1.3,50.25,30.4,59.83,115.2,6.84,380.5
2016-10-23 19:00:00,1.21,47.17,30.42,60.42,144.7,6.37,440.5
2016-10-23 20:00:00,1.22,47.83,30.44,40.08,152.31,8.72,500.5
2016-10-23 21:00:00,1.22,47.58,30.45,36.0,158.38,9.84,560.5
2016-10-23 22:00:00,1.2,46.67,30.45,38.58,166.99,8.53,620.5
2016-10-23 23:00:00,1.2,46.08,30.45,47.08,169.85,8.53,680.5
2016-10-24 00:00:00,1.21,46.0,30.44,53.82,172.64,7.67,697.45
2016-10-24 01:00:00,1.21,46.0,30.43,54.58,174.12,7.87,639.5
2016-10-24 02:00:00,1.22,46.42,30.41,54.25,162.99,8.62,579.5
2016-10-24 03:00:00,1.21,47.58,30.4,54.25,163.21,9.56,519.5
2016-10-24 04:00:00,1.21,47.42,30.4,57.75,157.51,8.53,459.5
2016-10-24 05:00:00,1.22,47.92,30.41,59.67,166.05,10.69,399.5
2016-10-24 06:00:00,14.28,48.08,30.43,59.58,164.98,10.59,339.5
2016-10-24 07:00:00,174.46,51.42,30.44,56.08,147.06,9.09,279.5
2016-10-24 08:00:00,482.6,58.5,30.45,43.83,127.07,6.28,219.5
2016-10-24 09:00:00,705.88,60.75,30.45,41.75,122.47,7.59,159.5
2016-10-24 10:00:00,852.49,60.75,30.45,47.75,148.82,8.9,99.5
2016-10-24 11:00:00,940.44,59.73,30.45,59.55,93.94,8.9,42.0
2016-10-24 12:00:00,939.99,58.33,30.44,77.17,67.26,9.37,22.0
2016-10-24 13:00:00,892.27,57.67,30.42,80.42,82.33,7.12,80.5
2016-10-24 14:00:00,757.02,56.67,30.42,78.58,58.61,9.28,140.5
2016-10-24 15:00:00,459.6,56.75,30.42,79.42,86.39,7.5,200.5
2016-10-24 16:00:00,189.3,54.33,30.42,93.5,169.35,5.62,260.5
2016-10-24 17:00:00,39.66,51.58,30.43,99.75,80.77,4.59,320.5
2016-10-24 18:00:00,1.4,50.42,30.43,100.83,111.47,4.59,380.5
2016-10-24 19:00:00,1.22,49.42,30.45,101.0,118.31,4.96,440.5
2016-10-24 20:00:00,1.21,48.25,30.46,92.92,137.71,6.75,500.5
2016-10-24 21:00:00,1.21,47.08,30.47,77.58,159.48,5.91,560.5
2016-10-24 22:00:00,1.2,46.5,30.46,73.5,150.61,5.44,620.5
2016-10-24 23:00:00,1.21,46.25,30.46,69.83,164.78,6.37,680.5
2016-10-25 00:00:00,1.21,45.91,30.45,68.91,169.5,6.65,696.45
2016-10-25 01:00:00,1.21,45.0,30.44,67.75,186.79,8.06,638.5
2016-10-25 02:00:00,1.21,46.33,30.43,60.17,187.34,10.31,578.5
2016-10-25 03:00:00,1.21,47.5,30.42,56.25,191.93,11.44,518.5
2016-10-25 04:00:00,1.22,47.58,30.43,55.5,194.38,8.15,458.5
2016-10-25 05:00:00,1.22,47.58,30.44,58.08,191.54,10.31,398.5
2016-10-25 06:00:00,13.59,48.25,30.45,55.92,192.31,7.68,338.5
2016-10-25 07:00:00,164.67,49.58,30.46,54.58,206.51,3.37,278.5
2016-10-25 08:00:00,484.48,57.83,30.48,43.0,177.7,1.12,218.5
2016-10-25 09:00:00,705.92,61.42,30.49,45.58,63.23,3.56,158.5
2016-10-25 10:00:00,865.04,64.25,30.49,39.0,262.77,4.78,98.5
2016-10-25 11:00:00,948.13,63.17,30.48,55.5,179.16,4.59,38.5
2016-10-25 12:00:00,955.8,64.0,30.46,60.83,130.53,5.16,21.83
2016-10-25 13:00:00,913.58,64.5,30.44,64.67,152.56,6.28,80.5
2016-10-25 14:00:00,648.92,63.83,30.43,70.08,256.12,7.78,140.5
2016-10-25 15:00:00,241.27,58.5,30.43,89.5,204.94,5.43,200.5
2016-10-25 16:00:00,301.98,58.92,30.42,86.5,205.61,3.65,260.5
2016-10-25 17:00:00,41.45,54.92,30.43,95.25,139.75,2.06,320.5
2016-10-25 18:00:00,1.67,53.17,30.43,95.58,234.65,1.22,380.5
2016-10-25 19:00:00,1.22,51.33,30.45,98.0,108.51,2.62,440.5
2016-10-25 20:00:00,1.22,50.0,30.46,88.5,154.83,2.9,500.5
2016-10-25 21:00:00,1.22,47.83,30.46,73.17,158.23,4.41,560.5
2016-10-25 22:00:00,1.22,47.58,30.46,50.58,153.46,4.4,620.5
2016-10-25 23:00:00,1.22,46.58,30.45,44.42,166.79,6.56,680.5
2016-10-26 00:00:00,1.2,46.64,30.45,49.09,152.94,6.24,696.45
2016-10-26 01:00:00,1.21,45.83,30.43,53.92,154.72,5.53,638.5
2016-10-26 02:00:00,1.21,44.83,30.41,46.67,163.83,5.9,578.5
2016-10-26 03:00:00,1.21,44.83,30.4,38.58,176.55,7.4,518.5
2016-10-26 04:00:00,1.22,44.42,30.4,34.17,176.08,6.47,458.5
2016-10-26 05:00:00,1.21,45.0,30.4,31.25,168.74,6.56,398.5
2016-10-26 06:00:00,9.15,46.33,30.41,28.92,176.05,7.03,338.5
2016-10-26 07:00:00,166.06,51.25,30.43,23.25,165.61,7.12,278.5
2016-10-26 08:00:00,507.03,61.0,30.44,19.08,125.44,4.87,218.5
2016-10-26 09:00:00,715.23,62.75,30.45,21.75,55.98,4.87,158.5
2016-10-26 10:00:00,866.35,63.33,30.45,38.75,139.01,6.0,98.5
2016-10-26 11:00:00,950.57,61.58,30.43,50.33,91.31,6.18,38.5
2016-10-26 12:00:00,963.14,60.58,30.42,52.17,81.29,5.34,21.83
2016-10-26 13:00:00,895.57,59.58,30.4,57.17,29.78,8.15,80.5
2016-10-26 14:00:00,759.11,58.67,30.39,67.83,114.21,5.9,140.5
2016-10-26 15:00:00,564.48,58.42,30.39,73.83,58.43,6.0,200.5
2016-10-26 16:00:00,320.07,56.58,30.39,75.17,67.77,4.97,260.5
2016-10-26 17:00:00,52.55,53.0,30.39,77.08,91.2,4.22,320.5
2016-10-26 18:00:00,1.25,49.0,30.41,87.17,116.89,5.62,380.5
2016-10-26 19:00:00,1.22,48.0,30.42,94.58,129.15,7.78,440.5
2016-10-26 20:00:00,1.23,49.17,30.44,99.0,138.22,7.87,500.5
2016-10-26 21:00:00,1.22,47.58,30.44,95.75,127.67,7.12,560.5
2016-10-26 22:00:00,1.21,47.83,30.44,96.75,144.75,7.78,620.5
2016-10-26 23:00:00,1.21,47.33,30.43,81.42,144.67,6.0,680.5
2016-10-27 00:00:00,1.21,45.73,30.42,59.64,150.5,5.83,696.45
2016-10-27 01:00:00,1.21,44.58,30.41,58.25,159.3,6.84,638.5
2016-10-27 02:00:00,1.21,45.17,30.39,38.5,175.64,8.44,578.5
2016-10-27 03:00:00,1.2,46.0,30.38,33.33,174.16,8.53,518.5
2016-10-27 04:00:00,1.21,45.42,30.38,32.67,176.22,7.5,458.5
2016-10-27 05:00:00,1.21,45.17,30.38,48.33,145.3,6.56,398.5
2016-10-27 06:00:00,15.45,44.25,30.4,77.17,153.01,7.87,338.5
2016-10-27 07:00:00,164.18,47.83,30.41,92.17,134.99,6.56,278.5
2016-10-27 08:00:00,485.89,57.5,30.42,62.67,117.65,4.59,218.5
2016-10-27 09:00:00,695.83,61.92,30.44,50.83,47.18,4.03,158.5
2016-10-27 10:00:00,853.76,60.25,30.44,60.75,88.89,6.09,98.5
2016-10-27 11:00:00,919.5,63.25,30.43,40.42,117.36,5.72,38.5
2016-10-27 12:00:00,905.97,63.25,30.41,39.33,132.07,4.59,21.83
2016-10-27 13:00:00,824.66,61.42,30.39,57.92,64.96,6.65,80.5
2016-10-27 14:00:00,716.07,58.25,30.38,72.42,86.77,7.59,140.5
2016-10-27 15:00:00,429.48,54.58,30.37,88.17,48.2,6.18,200.5
2016-10-27 16:00:00,251.56,53.08,30.38,93.58,64.41,4.87,260.5
2016-10-27 17:00:00,57.75,50.5,30.39,97.58,76.24,4.69,320.5
2016-10-27 18:00:00,1.24,48.5,30.39,97.25,120.91,4.78,380.5
2016-10-27 19:00:00,1.21,48.25,30.41,89.33,131.66,4.59,440.5
2016-10-27 20:00:00,1.21,45.67,30.43,96.83,134.12,6.28,500.5
2016-10-27 21:00:00,1.2,45.92,30.43,87.75,132.49,5.34,560.5
2016-10-27 22:00:00,1.21,45.5,30.43,91.08,130.78,6.65,620.5
2016-10-27 23:00:00,1.21,45.92,30.42,98.67,137.98,7.4,680.5
2016-10-28 00:00:00,1.22,45.83,30.42,100.0,155.13,6.84,698.5
2016-10-28 01:00:00,1.21,47.0,30.4,100.0,149.77,6.0,638.5
2016-10-28 02:00:00,1.22,47.0,30.39,100.67,148.35,4.87,578.5
2016-10-28 03:00:00,1.21,47.0,30.39,100.83,113.09,4.59,518.5
2016-10-28 04:00:00,1.21,47.0,30.38,101.17,105.79,4.31,458.5
2016-10-28 05:00:00,1.21,46.08,30.37,101.83,126.05,4.22,398.5
2016-10-28 06:00:00,11.31,46.0,30.39,102.0,111.21,3.47,338.5
2016-10-28 07:00:00,111.65,47.25,30.4,102.0,142.52,5.34,278.5
2016-10-28 08:00:00,288.7,49.67,30.41,101.5,90.45,6.19,218.5
2016-10-28 09:00:00,398.67,49.5,30.43,101.08,111.44,5.25,158.5
2016-10-28 10:00:00,504.18,50.08,30.43,101.58,81.72,4.69,98.5
2016-10-28 11:00:00,499.06,50.5,30.42,100.5,98.23,4.68,38.5
2016-10-28 12:00:00,600.26,49.83,30.4,101.0,77.38,4.5,21.83
2016-10-28 13:00:00,713.52,50.33,30.39,100.08,56.14,4.78,80.5
2016-10-28 14:00:00,492.56,50.5,30.37,98.67,87.9,4.31,140.5
2016-10-28 15:00:00,268.13,48.5,30.38,100.83,96.27,3.75,200.5
2016-10-28 16:00:00,207.01,48.33,30.38,100.42,97.62,4.4,260.5
2016-10-28 17:00:00,41.66,46.5,30.39,100.25,99.04,3.84,320.5
2016-10-28 18:00:00,1.33,45.25,30.4,100.42,87.82,4.87,380.5
2016-10-28 19:00:00,1.2,43.75,30.41,98.42,124.74,5.53,440.5
2016-10-28 20:00:00,1.2,43.17,30.43,75.83,134.59,6.56,500.5
2016-10-28 21:00:00,1.2,42.58,30.43,67.08,128.05,6.37,560.5
2016-10-28 22:00:00,1.2,42.67,30.43,78.92,154.26,5.62,620.5
2016-10-28 23:00:00,1.2,43.92,30.42,92.25,153.15,8.15,680.5
2016-10-29 00:00:00,1.2,44.08,30.41,97.25,154.36,5.62,698.5
2016-10-29 01:00:00,1.2,43.67,30.39,94.42,133.08,7.4,638.5
2016-10-29 02:00:00,1.21,43.0,30.39,98.92,129.42,7.5,578.5
2016-10-29 03:00:00,1.2,44.17,30.38,98.92,135.85,7.78,518.5
2016-10-29 04:00:00,1.21,45.17,30.38,101.0,147.34,7.12,458.5
2016-10-29 05:00:00,1.21,46.67,30.39,101.92,145.22,6.93,398.5
