Hourly_DateTime,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,ZenithDeviation,Year,Month,Day,Hour,Log_Radiation
2016-10-11 16:00:00,350.72,60.67,30.42,79.92,32.00,5.15,257.50,2016,10,11,16,5.86
2016-10-11 17:00:00,78.16,59.83,30.43,79.50,35.85,1.78,317.50,2016,10,11,17,4.36
2016-10-11 18:00:00,2.05,56.67,30.44,84.92,59.26,1.59,377.50,2016,10,11,18,0.72
2016-10-11 19:00:00,1.24,53.67,30.45,86.33,112.97,3.09,437.50,2016,10,11,19,0.22
2016-10-11 20:00:00,1.24,52.00,30.47,84.33,155.93,4.22,497.50,2016,10,11,20,0.21
2016-10-11 21:00:00,1.24,51.33,30.48,73.50,169.90,6.28,557.50,2016,10,11,21,0.21
2016-10-11 22:00:00,1.24,51.00,30.47,80.25,171.99,5.90,617.50,2016,10,11,22,0.21
2016-10-11 23:00:00,1.24,51.00,30.47,83.17,172.41,7.22,677.50,2016,10,11,23,0.21
2016-10-12 00:00:00,1.24,49.78,30.46,86.11,181.46,5.25,695.67,2016,10,12,0,0.21
2016-10-12 01:00:00,1.23,48.67,30.45,79.50,180.38,7.68,641.50,2016,10,12,1,0.21
2016-10-12 02:00:00,1.24,48.00,30.44,70.91,174.64,6.54,582.18,2016,10,12,2,0.21
2016-10-12 03:00:00,1.23,47.17,30.43,70.58,176.89,6.00,521.50,2016,10,12,3,0.21
2016-10-12 04:00:00,1.23,47.00,30.43,70.00,174.78,7.03,461.50,2016,10,12,4,0.20
2016-10-12 05:00:00,1.22,45.83,30.44,71.25,164.78,7.68,401.50,2016,10,12,5,0.20
2016-10-12 06:00:00,14.85,45.42,30.46,79.17,154.74,7.87,341.50,2016,10,12,6,2.70
2016-10-12 07:00:00,197.31,50.17,30.47,94.17,157.35,8.44,281.50,2016,10,12,7,5.28
2016-10-12 08:00:00,388.89,55.00,30.48,93.83,107.35,5.15,221.50,2016,10,12,8,5.96
2016-10-12 09:00:00,699.86,58.00,30.48,86.08,84.46,5.72,161.50,2016,10,12,9,6.55
2016-10-12 10:00:00,864.30,59.75,30.48,78.42,95.11,7.03,101.50,2016,10,12,10,6.76
2016-10-12 11:00:00,768.38,59.83,30.47,83.58,60.40,9.00,41.50,2016,10,12,11,6.64
2016-10-12 12:00:00,800.23,57.83,30.45,93.83,98.35,6.28,20.67,2016,10,12,12,6.68
2016-10-12 13:00:00,920.93,59.42,30.44,86.25,63.00,7.50,78.50,2016,10,12,13,6.83
2016-10-12 14:00:00,826.06,60.00,30.43,82.00,64.94,6.47,138.50,2016,10,12,14,6.72
2016-10-12 15:00:00,583.83,59.58,30.43,78.58,96.43,7.22,198.50,2016,10,12,15,6.37
2016-10-12 16:00:00,337.43,58.00,30.44,84.00,53.53,5.25,258.50,2016,10,12,16,5.82
2016-10-12 17:00:00,85.02,58.33,30.44,56.25,109.28,6.28,318.50,2016,10,12,17,4.44
2016-10-12 18:00:00,1.97,55.83,30.45,37.50,133.71,9.28,378.50,2016,10,12,18,0.68
2016-10-12 19:00:00,1.25,54.50,30.47,32.83,158.38,6.65,438.50,2016,10,12,19,0.23
2016-10-12 20:00:00,1.24,53.00,30.49,35.08,156.83,8.72,498.50,2016,10,12,20,0.22
2016-10-12 21:00:00,1.24,52.67,30.49,37.25,156.49,10.22,558.50,2016,10,12,21,0.22
2016-10-12 22:00:00,1.24,52.25,30.50,40.83,158.88,9.93,618.50,2016,10,12,22,0.22
2016-10-12 23:00:00,1.25,51.25,30.49,43.17,162.33,11.53,678.50,2016,10,12,23,0.22
2016-10-13 00:00:00,1.24,51.00,30.48,43.50,160.38,11.81,696.50,2016,10,13,0,0.22
2016-10-13 01:00:00,1.24,50.00,30.47,45.42,159.76,9.47,641.50,2016,10,13,1,0.21
2016-10-13 02:00:00,1.23,48.42,30.46,48.25,174.30,7.22,581.50,2016,10,13,2,0.21
2016-10-13 03:00:00,1.23,47.08,30.45,49.75,173.07,7.31,521.50,2016,10,13,3,0.21
2016-10-13 04:00:00,1.22,47.50,30.45,47.75,173.32,7.22,461.50,2016,10,13,4,0.20
2016-10-13 05:00:00,1.25,48.00,30.46,46.25,161.20,9.47,401.50,2016,10,13,5,0.22
2016-10-13 06:00:00,10.57,49.17,30.46,43.00,164.74,10.78,341.50,2016,10,13,6,2.36
2016-10-13 07:00:00,206.04,54.33,30.47,34.92,135.47,8.44,281.50,2016,10,13,7,5.33
2016-10-13 08:00:00,531.68,60.92,30.48,27.17,89.70,5.90,221.50,2016,10,13,8,6.28
2016-10-13 09:00:00,743.55,63.58,30.49,26.50,79.91,5.90,161.50,2016,10,13,9,6.61
2016-10-13 10:00:00,898.23,64.92,30.49,29.83,75.41,5.53,101.50,2016,10,13,10,6.80
2016-10-13 11:00:00,989.11,65.00,30.48,30.17,56.73,6.00,41.50,2016,10,13,11,6.90
2016-10-13 12:00:00,1004.00,64.50,30.45,46.00,52.97,7.40,20.67,2016,10,13,12,6.91
2016-10-13 13:00:00,941.20,64.25,30.44,48.17,56.25,8.06,78.50,2016,10,13,13,6.85
2016-10-13 14:00:00,806.44,64.08,30.43,41.50,57.94,6.37,138.50,2016,10,13,14,6.69
2016-10-13 15:00:00,611.83,65.33,30.42,34.92,97.09,5.34,198.50,2016,10,13,15,6.42
2016-10-13 16:00:00,369.07,64.75,30.43,28.17,80.53,5.25,258.50,2016,10,13,16,5.91
2016-10-13 17:00:00,89.87,62.36,30.44,24.27,107.83,4.50,316.00,2016,10,13,17,4.50
2016-10-13 18:00:00,1.91,56.00,30.45,31.58,128.99,4.87,378.50,2016,10,13,18,0.65
2016-10-13 19:00:00,1.24,53.17,30.47,31.08,138.47,4.68,438.50,2016,10,13,19,0.21
2016-10-13 20:00:00,1.24,52.08,30.48,33.67,154.09,5.34,498.50,2016,10,13,20,0.21
2016-10-13 21:00:00,1.24,50.75,30.49,38.33,170.58,7.22,558.50,2016,10,13,21,0.22
2016-10-13 22:00:00,1.23,50.83,30.49,36.67,160.09,6.75,618.50,2016,10,13,22,0.21
2016-10-13 23:00:00,1.24,51.00,30.47,37.83,162.58,9.28,678.50,2016,10,13,23,0.21
2016-10-14 00:00:00,1.24,52.00,30.46,35.38,165.04,10.54,693.00,2016,10,14,0,0.22
2016-10-14 01:00:00,1.24,52.00,30.45,32.42,158.16,8.62,640.50,2016,10,14,1,0.21
2016-10-14 02:00:00,1.23,51.64,30.44,29.00,146.34,6.03,581.18,2016,10,14,2,0.21
2016-10-14 03:00:00,1.23,49.36,30.42,32.82,136.53,5.62,519.82,2016,10,14,3,0.21
2016-10-14 04:00:00,1.23,49.67,30.42,38.67,145.98,5.53,460.50,2016,10,14,4,0.21
2016-10-14 05:00:00,1.23,48.83,30.43,33.58,120.11,4.97,400.50,2016,10,14,5,0.20
2016-10-14 06:00:00,10.53,50.58,30.43,24.92,146.74,4.87,340.50,2016,10,14,6,2.35
2016-10-14 07:00:00,206.59,57.08,30.45,20.33,149.57,5.15,280.50,2016,10,14,7,5.33
2016-10-14 08:00:00,535.70,59.58,30.46,40.33,44.07,4.97,220.50,2016,10,14,8,6.28
2016-10-14 09:00:00,745.13,61.67,30.47,42.83,84.56,7.68,160.50,2016,10,14,9,6.61
2016-10-14 10:00:00,898.59,63.08,30.48,54.08,118.47,6.37,100.50,2016,10,14,10,6.80
2016-10-14 11:00:00,984.68,62.42,30.48,60.08,96.59,7.50,40.50,2016,10,14,11,6.89
2016-10-14 12:00:00,999.31,64.00,30.46,60.42,34.08,8.81,20.50,2016,10,14,12,6.91
2016-10-14 13:00:00,935.02,63.92,30.45,58.75,115.00,7.69,78.50,2016,10,14,13,6.84
2016-10-14 14:00:00,801.97,64.00,30.45,52.50,77.28,6.37,138.50,2016,10,14,14,6.69
2016-10-14 15:00:00,610.25,63.33,30.45,48.58,110.04,6.93,198.50,2016,10,14,15,6.41
2016-10-14 16:00:00,367.28,62.42,30.46,44.83,85.08,6.00,258.50,2016,10,14,16,5.91
2016-10-14 17:00:00,81.13,61.92,30.46,35.08,61.85,4.03,318.50,2016,10,14,17,4.40
2016-10-14 18:00:00,1.85,56.33,30.47,28.08,110.02,5.53,378.50,2016,10,14,18,0.62
2016-10-14 19:00:00,1.24,53.58,30.48,25.50,148.85,5.16,438.50,2016,10,14,19,0.21
2016-10-14 20:00:00,1.23,52.17,30.50,25.50,152.11,5.53,498.50,2016,10,14,20,0.21
2016-10-14 21:00:00,1.22,51.00,30.51,25.33,151.40,6.28,558.50,2016,10,14,21,0.20
2016-10-14 22:00:00,1.22,52.17,30.51,23.33,159.78,7.97,618.50,2016,10,14,22,0.20
2016-10-14 23:00:00,1.23,52.17,30.50,23.08,162.65,7.22,678.50,2016,10,14,23,0.21
2016-10-15 00:00:00,1.23,50.29,30.49,26.29,167.98,7.07,691.57,2016,10,15,0,0.21
2016-10-15 01:00:00,1.21,49.50,30.48,27.25,172.98,6.28,640.50,2016,10,15,1,0.19
2016-10-15 02:00:00,1.22,49.42,30.47,26.83,174.27,6.65,580.50,2016,10,15,2,0.20
2016-10-15 03:00:00,1.23,50.00,30.46,25.27,184.52,9.10,519.82,2016,10,15,3,0.21
2016-10-15 04:00:00,1.21,50.08,30.46,24.08,186.34,7.78,460.50,2016,10,15,4,0.19
2016-10-15 05:00:00,1.21,49.83,30.47,23.67,177.89,7.68,400.50,2016,10,15,5,0.19
2016-10-15 06:00:00,10.35,49.00,30.47,25.75,178.33,7.12,340.50,2016,10,15,6,2.34
2016-10-15 07:00:00,204.79,54.92,30.49,20.08,154.66,5.34,280.50,2016,10,15,7,5.32
2016-10-15 08:00:00,534.87,64.00,30.50,13.17,70.02,4.12,220.50,2016,10,15,8,6.28
2016-10-15 09:00:00,745.66,65.08,30.52,15.50,44.09,5.53,160.50,2016,10,15,9,6.61
2016-10-15 10:00:00,897.80,65.75,30.52,27.58,32.12,7.87,100.50,2016,10,15,10,6.80
2016-10-15 11:00:00,988.19,66.36,30.51,34.64,82.15,7.97,39.36,2016,10,15,11,6.90
2016-10-15 12:00:00,1002.59,68.67,30.50,32.25,72.20,7.97,21.33,2016,10,15,12,6.91
2016-10-15 13:00:00,937.74,69.09,30.48,38.55,28.63,8.59,80.18,2016,10,15,13,6.84
2016-10-15 14:00:00,803.43,68.42,30.48,31.50,130.55,5.34,139.50,2016,10,15,14,6.69
2016-10-15 15:00:00,606.39,67.25,30.47,35.67,110.19,4.69,199.50,2016,10,15,15,6.41
2016-10-15 16:00:00,362.40,65.75,30.47,38.50,66.58,4.50,259.50,2016,10,15,16,5.89
2016-10-15 17:00:00,78.09,64.50,30.48,16.25,68.03,3.47,319.50,2016,10,15,17,4.36
2016-10-15 18:00:00,1.79,59.58,30.49,16.58,131.97,2.34,379.50,2016,10,15,18,0.58
2016-10-15 19:00:00,1.23,55.00,30.50,21.50,164.82,4.87,439.50,2016,10,15,19,0.21
2016-10-15 20:00:00,1.23,53.82,30.52,21.91,156.22,5.32,497.45,2016,10,15,20,0.21
2016-10-15 21:00:00,1.23,53.92,30.52,22.50,161.37,7.78,559.50,2016,10,15,21,0.21
2016-10-15 22:00:00,1.23,54.00,30.52,23.42,159.94,7.97,619.50,2016,10,15,22,0.21
2016-10-15 23:00:00,1.22,51.42,30.52,25.00,167.58,5.53,679.50,2016,10,15,23,0.20
2016-10-16 00:00:00,1.22,50.56,30.51,24.33,166.63,6.12,696.33,2016,10,16,0,0.20
2016-10-16 01:00:00,1.21,49.36,30.50,24.36,173.49,6.44,640.73,2016,10,16,1,0.19
2016-10-16 02:00:00,1.22,49.08,30.49,24.67,168.34,6.47,580.50,2016,10,16,2,0.20
2016-10-16 03:00:00,1.22,49.58,30.48,24.42,164.31,6.47,520.50,2016,10,16,3,0.20
2016-10-16 04:00:00,1.22,50.00,30.49,23.33,168.33,6.28,460.50,2016,10,16,4,0.20
2016-10-16 05:00:00,1.22,49.08,30.50,24.75,170.90,7.12,400.50,2016,10,16,5,0.20
2016-10-16 06:00:00,25.27,50.17,30.51,24.08,169.07,7.78,340.50,2016,10,16,6,3.23
2016-10-16 07:00:00,191.59,55.42,30.52,20.67,159.09,6.65,280.50,2016,10,16,7,5.26
2016-10-16 08:00:00,398.72,62.27,30.54,14.91,117.58,5.21,220.27,2016,10,16,8,5.99
2016-10-16 09:00:00,648.67,64.42,30.54,16.83,97.64,4.12,160.50,2016,10,16,9,6.47
2016-10-16 10:00:00,798.56,66.42,30.54,16.08,58.54,5.62,100.50,2016,10,16,10,6.68
2016-10-16 11:00:00,607.07,66.33,30.53,18.58,97.64,3.94,40.50,2016,10,16,11,6.41
2016-10-16 12:00:00,688.52,66.33,30.52,18.67,67.69,4.40,20.50,2016,10,16,12,6.53
2016-10-16 13:00:00,947.12,68.08,30.50,19.50,62.85,6.94,78.50,2016,10,16,13,6.85
2016-10-16 14:00:00,415.63,65.50,30.49,22.58,104.57,6.56,138.50,2016,10,16,14,6.03
2016-10-16 15:00:00,343.23,63.25,30.48,25.08,65.52,6.37,198.50,2016,10,16,15,5.84
2016-10-16 16:00:00,210.90,62.42,30.48,26.08,98.72,4.68,258.50,2016,10,16,16,5.35
2016-10-16 17:00:00,61.08,60.09,30.47,25.82,102.58,3.98,318.73,2016,10,16,17,4.11
2016-10-16 18:00:00,1.37,57.08,30.48,31.00,133.19,7.31,378.50,2016,10,16,18,0.31
2016-10-16 19:00:00,1.23,55.83,30.49,31.83,142.09,6.93,438.50,2016,10,16,19,0.21
2016-10-16 20:00:00,1.22,55.00,30.50,34.92,148.47,6.47,498.50,2016,10,16,20,0.20
2016-10-16 21:00:00,1.24,54.00,30.50,37.25,151.55,7.59,558.50,2016,10,16,21,0.21
2016-10-16 22:00:00,1.23,53.17,30.50,38.75,159.02,7.96,618.50,2016,10,16,22,0.21
2016-10-16 23:00:00,1.22,52.58,30.49,38.17,159.16,7.31,678.50,2016,10,16,23,0.20
2016-10-17 00:00:00,1.22,51.12,30.48,37.50,151.84,6.46,695.50,2016,10,17,0,0.20
2016-10-17 01:00:00,1.22,50.17,30.47,39.42,158.26,6.94,640.50,2016,10,17,1,0.20
2016-10-17 02:00:00,1.21,48.42,30.46,38.50,161.49,6.93,580.50,2016,10,17,2,0.19
2016-10-17 03:00:00,1.21,47.83,30.44,34.75,160.59,7.68,520.50,2016,10,17,3,0.19
2016-10-17 04:00:00,1.19,47.58,30.45,35.00,172.15,6.47,460.50,2016,10,17,4,0.17
2016-10-17 05:00:00,1.21,47.08,30.45,31.17,174.66,7.31,400.50,2016,10,17,5,0.19
2016-10-17 06:00:00,9.97,48.25,30.45,27.42,171.64,8.25,340.50,2016,10,17,6,2.30
2016-10-17 07:00:00,196.80,53.83,30.47,21.42,162.11,7.31,280.50,2016,10,17,7,5.28
2016-10-17 08:00:00,525.50,61.25,30.48,15.50,113.32,6.84,220.50,2016,10,17,8,6.26
2016-10-17 09:00:00,735.90,63.33,30.48,19.25,68.14,7.12,160.50,2016,10,17,9,6.60
2016-10-17 10:00:00,887.59,64.00,30.48,33.00,70.22,8.15,100.50,2016,10,17,10,6.79
2016-10-17 11:00:00,973.81,63.82,30.47,37.00,62.25,7.87,42.45,2016,10,17,11,6.88
2016-10-17 12:00:00,986.09,63.83,30.45,42.00,99.47,8.34,21.42,2016,10,17,12,6.89
2016-10-17 13:00:00,917.83,62.83,30.43,57.50,96.30,11.34,79.50,2016,10,17,13,6.82
2016-10-17 14:00:00,785.55,63.92,30.42,47.75,89.08,7.03,139.50,2016,10,17,14,6.67
2016-10-17 15:00:00,523.33,61.08,30.41,70.75,46.94,11.81,199.50,2016,10,17,15,6.26
2016-10-17 16:00:00,348.84,59.67,30.41,77.67,83.01,8.44,259.50,2016,10,17,16,5.85
2016-10-17 17:00:00,109.17,57.25,30.43,88.67,103.47,8.06,319.50,2016,10,17,17,4.69
2016-10-17 18:00:00,1.52,54.33,30.44,98.00,61.72,6.47,379.50,2016,10,17,18,0.42
2016-10-17 19:00:00,1.23,53.25,30.46,99.92,131.77,6.28,439.50,2016,10,17,19,0.21
2016-10-17 20:00:00,1.24,53.17,30.47,100.08,113.28,5.53,499.50,2016,10,17,20,0.22
2016-10-17 21:00:00,1.23,52.75,30.47,100.67,107.00,5.53,559.50,2016,10,17,21,0.21
2016-10-17 22:00:00,1.23,52.33,30.47,99.33,140.81,6.09,619.50,2016,10,17,22,0.20
2016-10-17 23:00:00,1.23,52.17,30.47,99.25,105.07,5.62,679.50,2016,10,17,23,0.21
2016-10-18 00:00:00,1.22,51.75,30.45,100.58,73.53,4.68,699.50,2016,10,18,0,0.20
2016-10-18 01:00:00,1.22,51.50,30.45,97.17,138.19,5.90,639.50,2016,10,18,1,0.20
2016-10-18 02:00:00,1.22,50.67,30.44,94.50,136.39,5.06,579.50,2016,10,18,2,0.20
2016-10-18 03:00:00,1.22,51.17,30.42,98.00,132.73,7.40,519.50,2016,10,18,3,0.20
2016-10-18 04:00:00,1.24,51.75,30.42,99.92,134.48,6.56,459.50,2016,10,18,4,0.21
2016-10-18 05:00:00,1.22,51.00,30.42,99.83,139.56,6.75,399.50,2016,10,18,5,0.20
2016-10-18 06:00:00,11.90,50.75,30.43,93.17,131.12,6.56,339.50,2016,10,18,6,2.48
2016-10-18 07:00:00,143.47,52.92,30.44,98.58,137.00,6.00,279.50,2016,10,18,7,4.97
2016-10-18 08:00:00,394.02,55.42,30.45,98.67,90.74,6.37,219.50,2016,10,18,8,5.98
2016-10-18 09:00:00,718.25,57.08,30.46,96.17,128.97,7.31,159.50,2016,10,18,9,6.58
2016-10-18 10:00:00,813.85,58.75,30.46,94.42,108.75,8.72,99.50,2016,10,18,10,6.70
2016-10-18 11:00:00,911.33,58.75,30.44,91.17,109.94,6.93,39.50,2016,10,18,11,6.81
2016-10-18 12:00:00,924.38,59.33,30.42,93.58,122.59,8.44,21.17,2016,10,18,12,6.83
2016-10-18 13:00:00,686.38,57.75,30.41,99.67,95.25,6.65,79.50,2016,10,18,13,6.53
2016-10-18 14:00:00,324.79,55.58,30.40,100.67,77.13,7.59,139.50,2016,10,18,14,5.78
2016-10-18 15:00:00,419.61,56.00,30.40,99.00,64.05,2.90,199.50,2016,10,18,15,6.04
2016-10-18 16:00:00,306.70,57.67,30.40,88.83,84.93,3.56,259.50,2016,10,18,16,5.73
2016-10-18 17:00:00,60.90,56.67,30.41,90.00,74.43,3.37,319.50,2016,10,18,17,4.11
2016-10-18 18:00:00,1.69,53.00,30.43,94.00,103.73,4.69,379.50,2016,10,18,18,0.53
2016-10-18 19:00:00,1.23,51.75,30.44,93.25,133.95,4.78,439.50,2016,10,18,19,0.21
2016-10-18 20:00:00,1.23,51.17,30.45,92.08,134.88,4.50,499.50,2016,10,18,20,0.21
2016-10-18 21:00:00,1.22,51.17,30.46,90.08,155.57,4.59,559.50,2016,10,18,21,0.20
2016-10-18 22:00:00,1.21,50.67,30.46,89.83,162.75,5.53,619.50,2016,10,18,22,0.19
2016-10-18 23:00:00,1.22,49.50,30.45,88.33,150.47,4.96,679.50,2016,10,18,23,0.20
2016-10-19 00:00:00,1.22,49.50,30.44,88.67,149.39,4.78,699.50,2016,10,19,0,0.20
2016-10-19 01:00:00,1.21,47.17,30.44,84.42,133.30,5.25,639.50,2016,10,19,1,0.19
2016-10-19 02:00:00,1.22,46.33,30.43,72.50,140.16,6.28,579.50,2016,10,19,2,0.20
2016-10-19 03:00:00,1.22,47.33,30.42,74.17,149.72,5.72,519.50,2016,10,19,3,0.20
2016-10-19 04:00:00,1.21,47.00,30.43,88.00,144.99,7.87,459.50,2016,10,19,4,0.19
2016-10-19 05:00:00,1.22,48.00,30.44,97.25,168.93,7.22,399.50,2016,10,19,5,0.20
2016-10-19 06:00:00,12.81,49.00,30.44,100.00,161.12,6.56,339.50,2016,10,19,6,2.55
2016-10-19 07:00:00,187.10,51.92,30.45,99.25,162.87,5.25,279.50,2016,10,19,7,5.23
2016-10-19 08:00:00,411.48,55.75,30.47,94.25,122.42,5.06,219.50,2016,10,19,8,6.02
2016-10-19 09:00:00,563.26,55.92,30.48,95.58,88.94,5.81,159.50,2016,10,19,9,6.33
2016-10-19 10:00:00,696.62,58.17,30.47,93.75,115.76,6.18,99.50,2016,10,19,10,6.55
2016-10-19 11:00:00,511.25,56.17,30.45,99.92,86.12,5.34,39.50,2016,10,19,11,6.24
2016-10-19 12:00:00,841.40,57.00,30.43,97.50,87.53,7.12,21.17,2016,10,19,12,6.74
2016-10-19 13:00:00,549.96,58.25,30.42,94.75,135.30,5.44,79.50,2016,10,19,13,6.31
2016-10-19 14:00:00,394.49,56.83,30.41,99.50,56.74,7.40,139.50,2016,10,19,14,5.98
2016-10-19 15:00:00,112.87,54.50,30.42,100.75,81.05,6.09,199.50,2016,10,19,15,4.73
2016-10-19 16:00:00,67.47,53.75,30.42,101.08,51.71,4.87,259.50,2016,10,19,16,4.21
2016-10-19 17:00:00,34.63,52.83,30.43,102.00,132.59,4.40,319.50,2016,10,19,17,3.54
2016-10-19 18:00:00,1.40,52.00,30.45,102.00,112.17,5.15,379.50,2016,10,19,18,0.34
2016-10-19 19:00:00,1.26,52.00,30.46,102.00,102.45,3.56,439.50,2016,10,19,19,0.23
2016-10-19 20:00:00,1.25,51.83,30.48,102.00,74.73,3.47,499.50,2016,10,19,20,0.23
2016-10-19 21:00:00,1.27,51.00,30.48,102.00,85.79,2.90,559.50,2016,10,19,21,0.24
2016-10-19 22:00:00,1.26,51.00,30.48,102.00,125.76,3.47,619.50,2016,10,19,22,0.23
2016-10-19 23:00:00,1.26,50.58,30.48,102.00,136.69,3.09,679.50,2016,10,19,23,0.23
2016-10-20 00:00:00,1.26,50.00,30.46,102.00,128.09,3.65,699.50,2016,10,20,0,0.23
2016-10-20 01:00:00,1.27,49.75,30.45,102.00,118.67,2.90,639.50,2016,10,20,1,0.24
2016-10-20 02:00:00,1.28,48.67,30.43,102.00,134.12,2.72,579.50,2016,10,20,2,0.24
2016-10-20 03:00:00,1.26,47.08,30.43,102.00,141.21,3.94,519.50,2016,10,20,3,0.23
2016-10-20 04:00:00,1.24,47.33,30.44,102.00,129.66,2.53,459.50,2016,10,20,4,0.21
2016-10-20 05:00:00,1.20,45.67,30.44,96.42,145.44,3.84,399.50,2016,10,20,5,0.18
2016-10-20 06:00:00,9.41,44.00,30.45,86.33,159.45,4.59,339.50,2016,10,20,6,2.24
2016-10-20 07:00:00,176.72,46.33,30.46,78.50,136.77,5.06,279.50,2016,10,20,7,5.17
2016-10-20 08:00:00,506.38,51.58,30.47,63.50,80.84,4.31,219.50,2016,10,20,8,6.23
2016-10-20 09:00:00,718.03,53.75,30.48,57.83,45.20,4.03,159.50,2016,10,20,9,6.58
2016-10-20 10:00:00,872.57,54.83,30.48,55.33,79.21,5.90,99.50,2016,10,20,10,6.77
2016-10-20 11:00:00,960.47,56.17,30.47,54.42,35.80,5.62,39.50,2016,10,20,11,6.87
2016-10-20 12:00:00,969.67,56.42,30.45,61.50,57.64,5.53,21.17,2016,10,20,12,6.88
2016-10-20 13:00:00,902.03,56.42,30.43,71.75,95.71,5.34,79.50,2016,10,20,13,6.80
2016-10-20 14:00:00,769.77,56.00,30.43,76.50,49.29,6.84,139.50,2016,10,20,14,6.65
2016-10-20 15:00:00,511.82,55.00,30.43,79.17,44.41,6.46,199.50,2016,10,20,15,6.24
2016-10-20 16:00:00,343.12,53.50,30.42,82.33,64.20,6.37,259.50,2016,10,20,16,5.84
2016-10-20 17:00:00,72.14,50.08,30.43,88.17,73.11,4.69,319.50,2016,10,20,17,4.28
2016-10-20 18:00:00,1.47,46.33,30.44,93.25,113.75,5.25,379.50,2016,10,20,18,0.38
2016-10-20 19:00:00,1.20,44.42,30.45,94.58,114.15,6.18,439.50,2016,10,20,19,0.19
2016-10-20 20:00:00,1.21,44.75,30.45,94.50,143.25,7.59,499.50,2016,10,20,20,0.19
2016-10-20 21:00:00,1.23,46.00,30.45,99.42,125.49,5.43,559.50,2016,10,20,21,0.20
2016-10-20 22:00:00,1.21,45.25,30.45,97.17,139.02,6.37,619.50,2016,10,20,22,0.19
2016-10-20 23:00:00,1.21,44.17,30.45,94.83,124.53,6.09,679.50,2016,10,20,23,0.19
2016-10-21 00:00:00,1.20,45.00,30.44,98.08,129.06,6.00,699.50,2016,10,21,0,0.19
2016-10-21 01:00:00,1.21,44.67,30.42,89.67,153.18,9.09,639.50,2016,10,21,1,0.19
2016-10-21 02:00:00,1.22,46.50,30.41,98.42,152.77,6.18,579.50,2016,10,21,2,0.20
2016-10-21 03:00:00,1.21,47.33,30.40,101.00,110.11,7.59,519.50,2016,10,21,3,0.19
2016-10-21 04:00:00,1.20,45.75,30.40,99.83,128.42,8.06,459.50,2016,10,21,4,0.18
2016-10-21 05:00:00,1.22,47.92,30.41,100.17,119.72,6.09,399.50,2016,10,21,5,0.20
2016-10-21 06:00:00,7.67,48.08,30.42,101.00,137.78,4.12,339.50,2016,10,21,6,2.04
2016-10-21 07:00:00,45.75,48.08,30.44,101.92,91.74,5.90,279.50,2016,10,21,7,3.82
2016-10-21 08:00:00,135.14,47.92,30.45,102.00,124.31,7.59,219.50,2016,10,21,8,4.91
2016-10-21 09:00:00,241.28,48.92,30.45,101.67,71.77,8.43,159.50,2016,10,21,9,5.49
2016-10-21 10:00:00,290.80,47.33,30.46,101.83,105.00,6.84,99.50,2016,10,21,10,5.67
2016-10-21 11:00:00,796.89,49.75,30.45,98.67,77.60,6.00,39.50,2016,10,21,11,6.68
2016-10-21 12:00:00,899.19,51.75,30.43,91.58,115.22,5.25,22.00,2016,10,21,12,6.80
2016-10-21 13:00:00,928.19,53.67,30.42,83.67,95.06,6.65,80.50,2016,10,21,13,6.83
2016-10-21 14:00:00,499.55,52.25,30.40,92.42,80.61,8.25,140.50,2016,10,21,14,6.21
2016-10-21 15:00:00,323.50,49.83,30.41,96.92,115.94,6.56,200.50,2016,10,21,15,5.78
2016-10-21 16:00:00,366.67,50.83,30.41,90.42,88.24,6.84,260.50,2016,10,21,16,5.90
2016-10-21 17:00:00,41.24,48.00,30.42,94.67,108.90,6.84,320.50,2016,10,21,17,3.72
2016-10-21 18:00:00,1.43,46.17,30.42,93.67,138.92,5.06,380.50,2016,10,21,18,0.35
2016-10-21 19:00:00,1.21,45.42,30.43,96.00,124.95,6.18,440.50,2016,10,21,19,0.19
2016-10-21 20:00:00,1.21,45.08,30.44,94.58,146.50,6.09,500.50,2016,10,21,20,0.19
2016-10-21 21:00:00,1.21,46.25,30.45,96.58,135.08,5.81,560.50,2016,10,21,21,0.19
2016-10-21 22:00:00,1.22,47.58,30.45,100.67,136.43,4.50,620.50,2016,10,21,22,0.20
2016-10-21 23:00:00,1.21,47.25,30.44,101.00,150.05,4.87,680.50,2016,10,21,23,0.19
2016-10-22 00:00:00,1.21,47.82,30.44,101.00,98.22,3.07,697.45,2016,10,22,0,0.19
2016-10-22 01:00:00,1.22,47.92,30.42,101.75,112.56,3.00,639.50,2016,10,22,1,0.20
2016-10-22 02:00:00,1.22,48.00,30.41,102.00,103.71,2.53,579.50,2016,10,22,2,0.20
2016-10-22 03:00:00,1.21,48.42,30.40,102.00,129.19,4.78,519.50,2016,10,22,3,0.19
2016-10-22 04:00:00,1.23,49.00,30.40,102.00,96.79,4.03,459.50,2016,10,22,4,0.20
2016-10-22 05:00:00,1.23,49.00,30.40,102.00,95.56,3.19,399.50,2016,10,22,5,0.20
2016-10-22 06:00:00,12.23,48.00,30.41,102.00,79.79,3.56,339.50,2016,10,22,6,2.50
2016-10-22 07:00:00,90.47,47.75,30.42,102.00,101.51,4.68,279.50,2016,10,22,7,4.51
2016-10-22 08:00:00,286.10,48.00,30.42,102.00,86.37,6.00,219.50,2016,10,22,8,5.66
